Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bahrain,BHR,,,,,,,2.134471719,4.258098223,3.25732899,-0.194127639,1.628981278,5.789473685,5.088195386,14.33182698,24.39299831,16.15978212,22.49576658,17.73112089,15.78553759,2.205991951,3.869525059,11.34459681,8.885713085,2.972399151,0.32239925,-2.635969303,-2.296093214,-1.745001754,0.303435966,1.485897322,0.929335437,0.764419736,-0.172413793,2.538860104,0.816910898,2.704034751,-0.452227383,2.43155134,-0.366533865,-1.287587972,-0.704852953,-1.207571802,-0.495540139,1.593625498,2.352941176,2.586206897,2.007469655,3.256666667,3.526003164,2.795512836,1.961884683,-0.401486989,2.758286056,3.301006139,2.646291465,1.839519875,2.800594698,1.38734376,2.084812496,
"Bahamas, The",BHS,,,,,,,,5.437756499,4.541031463,8.935774123,6.152093421,4.614971827,6.830811319,5.481754162,13.07184584,10.359635,4.255836576,3.189876371,6.109070359,9.091393268,12.09783723,11.1144985,6.012621017,4,3.966346154,4.605009634,5.433781544,5.756464011,4.402411828,5.387658228,4.66931912,7.114681202,5.738198862,2.72289767,1.399334237,2.066994954,1.379137412,0.544150383,1.336613366,1.25424826,1.606329417,2.044989775,2.173577925,3.025045263,0.981914037,1.591606181,2.389826274,2.492577949,4.489559954,2.062734735,1.344027384,3.198781417,1.97336756,1.034670351,47.77596254,-30.24316023,-0.330038396,1.499926233,2.267515101,2.491235274
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.125566156,1.500777106,7.427043103,-0.381464282,1.996212367,3.67125,2.05267452,-0.093045684,-0.897194054,-1.036023034,-1.5841,0.810133322,1.41710814,0.562782154
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.229233,2221.01657,709.3460321,52.71207675,63.93736634,72.86971705,293.6787509,168.6202359,61.13493316,42.53754813,28.39783991,18.10824249,10.33887945,6.997129035,8.426752735,14.83787648,12.94565634,7.735748043,53.22869831,59.21973602,18.31226104,18.11955435,13.53448976,11.83658077,6.031837252,4.872302206,5.59815595
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,11.53315258,7.561493072,5.879331422,-0.706357215,10.18181818,2.860286029,6.951871658,11.2,5.470623502,2.209748473,3.955509211,3.674614306,6.511544012,31.48602879,62.8360756,7.976746025,4.494011647,8.107255521,10.35567228,19.71971678,47.2416501,32.13360111,123.5357186,275.5862836,1281.349942,11749.63963,276.3359676,14.57869845,16.00209105,15.17346811,17.1187746,21.44706982,12.0603236,8.527876957,7.874044215,10.19320676,12.42548662,4.70844436,7.673228957,2.159516268,4.608229989,1.589653779,0.928258852,3.337274997,4.437380801,5.393231069,4.282396048,8.705609236,14.00681077,3.346454201,2.503276058,9.884464198,4.515602914,5.736400237,5.766600746,4.059610411,3.623214318,2.822758055,2.272059872,1.83954505
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,101.725073,100.5433592,135.0276822,192.1217331,225.9896652,147.1428262,228.3361626,629.1145091,1430.723725,2947.732772,432.7866619,951.9620531,1927.38079,2075.888398,66.00703355,15.7576656,6.926712516,3.195076293,4.858447499,7.044141059,6.840359025,8.450164377,14.71491972,6.5971851,6.869537209,4.183568129,3.641272991,5.678593903,4.888034799,5.038726901,6.636449622,5.40349914,6.204310666,6.329040155,9.029901024,8.739143523,3.44637335,3.664850284,3.732976212
Barbados,BRB,,,,,,,,3.634875153,7.488743187,5.835231866,7.284216374,7.469255664,11.87665623,16.85508183,38.92292809,20.29446876,4.986768111,8.352369699,9.482382591,13.16983554,14.43051972,14.56756321,10.33246644,5.230298783,4.685797312,3.915105251,1.330068452,3.311731107,4.858859178,6.190114068,3.074572711,6.257526633,6.09389303,1.113439336,0.077204388,1.878862794,2.386152228,7.71053879,-1.268886607,1.560062402,2.435813035,2.577834904,0.125249458,1.619433198,1.394422311,6.082187295,7.307662628,4.034229829,8.108108108,3.643861893,5.824218533,9.432202402,4.533347539,1.81410436,1.769503221,-1.112789925,1.281928131,4.66018464,3.673814104,4.100289645
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,,9.137055838,6.356589147,1.166180758,3.073967339,2.353215284,1.781242886,1.246854906,1.192842942,1.304300371,2.138662932,1.6,1.279527559,4.25170068,2.462518449,5.966641395,1.99613651,1.711560045,-0.44137931,-0.415627598,1.558152476,0.595890411,-2.314972425,0.3,0.814223995,1.244437119,0.159888078,0.96777412,2.084980237,1.035717743,0.356869132,0.137911563,0.111766261,0.389205053,-0.207108732,-0.488347421,-0.278693266,-1.260505646,1.025051793,-0.390522069
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,9.933142311,9.90443093,18.02371542,7.032819826,1.877346683,9.950859951,6.368715084,10.08403361,8.778625954,10,12.28070175,15.98011364,11.20636865,6.99339207,9.495625322,8.789659224,6.513285807,10.57702059,6.77732942,4.01099373,3.410404624,2.483430488,1.566152408,-18.10863013,5.311513063,5.00045438,5.156111388,8.327160494,4.361122191,7.036383161,8.848985699,10.91965694,7.006666667,8.271060939,4.548143951,3.219886894,4.95508367,2.723963862,2.725821043
Botswana,BWA,,,,,,,,,,,,,,,,11.97475502,11.73242361,13.16872428,9.04398827,11.73623064,13.63242515,16.42802677,11.13720643,10.47714381,8.577469043,8.0945758,10.00171556,9.801933874,8.351679568,11.57501475,11.39634612,11.76501608,16.1676124,14.33080334,10.54292099,10.51254608,10.08285807,8.719931271,6.661398657,7.749296192,8.601485149,6.55903767,8.032796625,9.189902656,6.945703637,8.610225285,11.55521879,7.080998472,12.70218839,8.027297031,6.948876587,8.459872334,7.536902611,5.884607071,4.402253092,3.062031696,2.814957914,3.308280768,3.238015589,2.772864429
Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,1.358695652,1.018766756,1.061571125,1.628151261,1.912144703,2.332657201,3.815659068,3.579952267,4.055299539,4.561558902,3.346039814,2.704918033,4.988028731,7.487647282,10.99717115,10.6721886,7.54173863,7.976445396,8.973723352,9.144676979,10.12922051,12.47161241,10.7689719,5.86358803,4.304778304,3.962030541,4.194786291,4.356108712,4.028234149,4.9836219,4.780476933,5.625864086,1.490132904,1.865079365,0.165562914,2.148760331,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361,1.428759547,1.596884129,2.268225672,1.949269024
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5275789,150.615832,72.87879139,35.92470539,27.95138856,19.79496692,8.881048485,8.208333333,4.019138756,8.911744187,5.748279817,3.12714223,2.348641696,3.592975942,3.317178244,3.930326038,4.837329283,6.358663802,2.753202239,1.801170221,4.130275626,3.334922677,1.438297872,0.053821313,-0.464499005,-0.054999542,2.075935537,2.534454242,2.664561334
Switzerland,CHE,1.43880489,1.845389885,4.315998865,3.440212018,3.080553924,3.414480925,4.775984441,4.0051927,2.395827469,2.489025898,3.615988321,6.573226046,6.660001326,8.754676224,9.767413601,6.696595407,1.715477366,1.295997511,1.02879153,3.647641913,4.022498695,6.490307742,5.655102643,2.949832676,2.931435997,3.435389869,0.75030887,1.440328424,1.872459172,3.1552891,5.403953982,5.859585935,4.037009164,3.292629483,0.852141522,1.799799563,0.811658038,0.520214642,0.017948859,0.806446857,1.558518468,0.989017153,0.642708442,0.638298911,0.802882618,1.171951144,1.059525055,0.732336631,2.42604804,-0.480467934,0.688233449,0.231336577,-0.692545842,-0.217308518,-0.01322916,-1.143900644,-0.434607639,0.533795988,0.936313303,0.362916005
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,,,,,,,,20.0522312,77.79574048,352.8109866,504.7385412,374.7352742,211.9243022,91.95413256,40.08722463,33.38921901,35.13834053,19.68683271,9.94102693,27.25719467,19.86020566,30.70349891,19.47683792,19.88084572,14.68435125,17.02793673,26.03648114,21.78441243,15.42580647,12.72776695,11.44311964,8.232630341,7.359117818,6.133864644,5.110249545,3.336879175,3.843272957,3.56910053,2.489398167,2.810178757,1.054738714,3.052576214,3.392017337,4.407799384,8.71626873,0.353045178,1.41071108,3.341216943,3.007448402,1.78955554,4.718675279,4.348773532,3.786193559,2.182718469,2.434889814,2.557544757
China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.233835531,18.81181794,18.24563836,3.052290121,3.556685652,6.35398134,14.61007864,24.25698435,16.79122702,8.313153344,2.786468497,-0.773182346,-1.401473808,0.347806257,0.719132437,-0.7319755,1.127601961,3.824637624,1.776416168,1.649433101,4.816765313,5.925255289,-0.728171334,3.175327981,5.553897059,2.619526165,2.621049027,1.921643416,1.437024514,2,1.593137255,2.074788902,2.899235799
Cote d'Ivoire,CIV,,11.61649215,-1.341248901,0.94346631,0.618192523,2.611176126,4.191317984,2.291851953,5.350454789,4.450228542,8.205190543,-0.443745436,0.310313699,11.10298667,17.35938845,11.44422397,12.07664022,27.42186151,13.24298685,16.34235657,14.7009813,8.799210833,7.583125896,5.640428433,4.284761104,1.863803272,9.682954731,6.943306265,6.930686172,1.049518238,-0.805879698,1.683348499,4.231383829,2.16471454,26.08157199,14.29506909,2.480806692,4.020833333,4.611447595,0.702375806,2.530775167,4.36152914,3.077264852,3.29680747,1.457988356,3.885830399,2.467191486,1.892006293,6.308527692,1.019504577,1.226456121,4.912433951,1.304511199,2.581170373,0.448682077,1.251499548,0.723178458,0.685881065,0.359409031,-1.10686344
Cameroon,CMR,,,,,,,,,,-1.101591187,5.858085809,4.014029618,8.092918696,10.3847487,17.23293349,13.55332941,9.930650564,14.69830916,12.46305234,6.580610819,9.551754276,10.7275,13.25701986,16.63122641,11.37332209,8.508374344,7.770024987,13.14049984,1.682332608,-1.665525896,1.099381284,0.060051331,-0.016055046,-3.206554569,35.09446185,9.069690719,3.924063727,4.786238819,3.170751854,1.871745007,1.22719013,4.419772459,2.834422601,0.623163557,0.23364738,2.013539502,5.11757816,0.921402246,5.337806276,3.043618479,1.275380462,2.939699463,2.735296775,2.05034718,1.854898504,2.676235314,0.874190383,0.64040915,1.068858113,2.452802141
"Congo, Dem. Rep.",COD,,,,,35.42106498,-2.726980278,15.78010125,36.92652487,53.32167271,6.176195735,8.025284045,5.777349826,15.80421539,15.64276212,29.46928105,28.6579702,80.38595908,68.9477082,48.76903761,101.0512604,46.62590683,35.40826487,36.69969757,76.52669767,52.22701136,23.82078452,44.4,78.67036011,71.09173127,104.0652294,81.29540481,2154.436827,4129.169857,1986.904762,23773.13177,541.9088832,492.4418502,198.5167074,29.14880692,284.8949759,513.9068437,359.9366143,31.5225826,12.87396572,3.994384008,21.31681672,13.05269497,16.94510065,17.30138457,2.8,7.1,15.31651591,9.721828063,0.808223101,1.243038898,0.744198995,2.885851073,,,
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,,,,,,,4.158110883,0.44356826,1.030421982,-1.79698883,2.889053742,-1.67834969,-3.935468101,4.923664122,42.43967503,9.418007435,10.03112033,,,4.142671373,-0.881991517,0.055989922,4.378759718,-0.631844987,2.42976608,3.094490115,6.537843953,2.654646451,4.95875092,4.415003748,0.391525011,1.759587043,5.010187731,4.631616197,0.912139545,3.169097968,3.190561797,0.450063823,1.152778964,2.206073058
Colombia,COL,5.814076282,8.283190456,4.697093951,26.35543553,17.07243522,7.590683669,16.72816827,8.328191364,7.447538783,6.98166308,6.908622758,12.05673759,12.02531646,22.59887006,22.58064516,25.18796992,18.91891892,34.09090909,17.51412429,24.19871795,26.58064516,27.52293578,24.70023981,19.48717949,16.36266094,23.97418165,18.85459279,23.31038798,28.14006597,25.86138614,29.13782253,30.34844055,27.0305636,22.44132146,22.84718466,20.8971286,20.79708679,18.46256908,18.68125654,10.87339782,9.222570802,7.969702931,6.351925074,7.130741686,5.901261815,5.051420287,4.292450118,5.545141282,6.998550403,4.201044769,2.271183264,3.417589591,3.167325603,2.018098479,2.897818744,4.990234275,7.514293228,4.312141032,3.240234138,3.525492736
Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.554593948,3.533042143,3.799081367,4.474992891,3.013323951,3.374363601,4.466167101,1.700781763,4.362348293,3.354757703,1.842663008,6.314744503,-4.294873315,,,,,,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,11.25,5.393258427,10.87420043,3.846153846,4.074074074,4.555160142,10.65350579,9.550907413,3.116664327,5.788395904,3.45205833,8.35152498,5.963619618,8.556062581,4.3942351,4.356433745,-2.477456685,3.349964723,1.884534101,1.188170386,-1.890821723,0.418891613,5.369076871,4.410997042,6.774435464,0.991103481,2.078664709,4.473883422,2.540396442,1.506542857,-0.238778145,0.131187999,-1.407816371,0.784415251,1.256995667,1.106666565
Costa Rica,CRI,0.790205818,2.43079391,2.677859687,2.931618471,3.32403316,-0.665000001,0.182882838,1.208340311,4.093891431,2.629340837,4.652297493,3.083048414,4.601125693,15.21403422,30.07362928,17.36920202,3.485833333,4.160475483,6.038991916,9.162929746,18.14322881,37.04218822,90.11332882,32.62600649,11.947808,15.05917603,11.83042108,16.84519374,20.82984575,16.50832921,19.04613599,28.70750241,21.78890182,9.780984243,13.53534656,23.18545074,17.51173477,13.24842746,11.65882654,10.04512158,10.96228165,11.25579673,9.166405592,9.448252205,12.31481481,13.79779527,11.47075134,9.357220397,13.42472922,7.842546301,5.662691396,4.878145546,4.495378139,5.231241344,4.519380809,0.801946649,-0.017551757,1.625707485,2.221215313,2.096202566
Caribbean small states,CSS,,,,,,,,3.207179087,5.369919019,5.835231866,7.284216374,4.614971827,6.830811319,13.4406007,27.15818946,17.17760363,9.931595653,9.731132769,9.482382591,14.78223927,17.47030428,13.0032028,6.886832295,4.821053429,3.827545341,3.827542616,2.482245966,4.890522222,4.201205914,5.490303473,4.468437874,5.853306033,5.605012228,2.765748419,2.12909312,2.956800251,2.086573852,3.555670906,3.201943417,2.461549353,2.308815608,2.602624023,2.107334476,2.195182371,2.354332221,3.815851436,5.464555562,4.257557957,8.067647673,1.239738108,3.403267231,4.217242655,2.987662292,1.289501965,1.429472398,-0.914068094,0.488912144,1.892520278,1.282842884,
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.792828685,0.391389432,1.633713914,1.379121381,4.117117117,3.114995241,2.995720399,6.876323937,1.753316054,2.779442613,2.332531526,3.183987463,1.332320862,1.498739696,-0.47654205,-0.047207985,1.585588017,2.583687566,2.622207834
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276140862,1.325435758,1.188948452,2.160611468,1.273979115,-2.347527702,-0.625258359,,,
Cyprus,CYP,0.827300931,-0.615384615,0.103199174,1.958762887,-0.303336705,0.202839757,0.506072874,0.704934543,3.766666666,2.38515901,2.40018825,4.144006128,4.832303619,7.808882341,16.17666667,4.63948584,3.854389722,7.326460481,7.436283299,9.463708295,13.51756058,10.74469361,6.432797267,5.049714241,5.99195111,5.034453664,1.21836926,2.791666667,3.429266315,3.765480483,4.502054629,5.035274388,6.510219531,4.854166667,4.698589311,2.61581788,2.978924865,3.605344444,2.227707327,1.63,4.141657647,1.973041917,2.801155052,4.139065387,2.286217068,2.560161323,2.30468733,2.372651837,4.669008419,0.326276652,2.430040841,3.289449396,2.3890541,-0.399357676,-1.354988854,-2.096997691,-1.429166667,0.531766496,1.435491195,0.250370997
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08650007,20.81302954,10.03942984,8.990523615,8.758774729,8.596156667,10.69836553,2.135448444,3.775388292,4.66267557,1.90298097,0.118739206,2.760107817,1.857097891,2.533992583,2.853124372,6.358663802,1.019377353,1.472727273,1.917219136,3.287623066,1.438297872,0.34398859,0.309364548,0.683504209,2.450533985,2.149494949,2.847875959
Germany,DEU,1.53661156,2.293675796,2.843280086,2.966960863,2.335728095,3.242329385,3.533058578,1.796045507,1.470304392,1.912663946,3.450241667,5.240974171,5.484936719,7.032025724,6.986432425,5.910328845,4.246634608,3.734168424,2.718690536,4.043622006,5.441056191,6.34424092,5.241047126,3.293414603,2.405795069,2.066230732,-0.129412805,0.24990616,1.274123972,2.780559807,2.696471378,4.047036816,5.056979322,4.474575055,2.693057381,1.706160524,1.449726473,1.939369425,0.911185301,0.585433144,1.440268187,1.983856936,1.420805605,1.034227766,1.665733409,1.546909652,1.577428259,2.298341797,2.628381749,0.31273763,1.103809161,2.075174525,2.008490922,1.50472098,0.906797949,0.51442054,0.491748625,1.509496558,1.732167661,1.445667015
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,12.05802357,5.717367854,-2.410714286,0.901842896,1.884715026,2.128902988,18.14763345,4.089116446,,,,,,,,,,,,,,1.74665225,0.637619554,1.981967346,3.122262047,3.104966401,3.483406997,4.965976546,11.95862069,1.675495873,3.950078759,5.068713948,3.731209508,2.706032429,1.341864943,-0.847389734,2.738412087,0.568112117,0.14797085,3.319253727
